Operation,Request time,Response time
ModifyOrder,16/5/2023 21:19:26.280,16/5/2023 21:19:32.580
GetPaymentList,16/5/2023 21:32:17.510,16/5/2023 21:32:30.210
GetItemList,16/5/2023 21:45:08.740,16/5/2023 21:45:18.240
ModifyOrder,16/5/2023 21:57:59.970,16/5/2023 21:58:03.970
Login,16/5/2023 22:10:51.200,16/5/2023 22:10:52.200
SetPayment,16/5/2023 22:23:42.430,16/5/2023 22:23:52.730
GetItemList,16/5/2023 22:36:33.660,16/5/2023 22:36:46.160
SendNotification,16/5/2023 22:49:24.890,16/5/2023 22:49:32.790
SetPayment,16/5/2023 23:02:16.120,16/5/2023 23:02:49.320
GetOrder,16/5/2023 23:15:07.350,16/5/2023 23:15:15.050
ModifyOrder,16/5/2023 23:27:58.580,16/5/2023 23:28:13.580
GetItem,16/5/2023 23:40:49.810,16/5/2023 23:41:03.510
SetDeliveryAddress,16/5/2023 23:53:41.040,16/5/2023 23:54:10.440
SendNotification,17/5/2023 00:06:32.270,17/5/2023 00:06:43.970
GetOrder,17/5/2023 00:19:23.500,17/5/2023 00:19:34.300
GetTrackingData,17/5/2023 00:32:14.730,17/5/2023 00:32:45.230
ModifyOrder,17/5/2023 00:45:05.960,17/5/2023 00:45:07.460
GetOrder,17/5/2023 00:57:57.190,17/5/2023 00:58:09.690
AddItemToOrder,17/5/2023 01:10:48.420,17/5/2023 01:11:03.920
GetOrder,17/5/2023 01:23:39.650,17/5/2023 01:23:49.350
SetPayment,17/5/2023 01:36:30.880,17/5/2023 01:36:32.880
GetItem,17/5/2023 01:49:22.110,17/5/2023 01:49:30.910
SetPayment,17/5/2023 02:02:13.340,17/5/2023 02:02:31.640
SetPayment,17/5/2023 02:15:04.570,17/5/2023 02:15:15.670
GetOrder,17/5/2023 02:27:55.800,17/5/2023 02:28:05.900
AddItemToOrder,17/5/2023 02:40:47.030,17/5/2023 02:41:08.030
GetItemList,17/5/2023 02:53:38.260,17/5/2023 02:54:10.160
GetOrder,17/5/2023 03:06:29.490,17/5/2023 03:06:43.390
GetOrder,17/5/2023 03:19:20.720,17/5/2023 03:19:54.620
Login,17/5/2023 03:32:11.950,17/5/2023 03:32:30.150
ModifyOrder,17/5/2023 03:45:03.180,17/5/2023 03:45:28.380
SetDeliveryAddress,17/5/2023 03:57:54.410,17/5/2023 03:57:56.210
GetItem,17/5/2023 04:10:45.640,17/5/2023 04:10:56.940
GetOrderList,17/5/2023 04:23:36.870,17/5/2023 04:23:56.670
GetOrder,17/5/2023 04:36:28.100,17/5/2023 04:36:47.100
GetItem,17/5/2023 04:49:19.330,17/5/2023 04:49:33.130
SetDeliveryAddress,17/5/2023 05:02:10.560,17/5/2023 05:02:27.560
GetPaymentMethods,17/5/2023 05:15:01.790,17/5/2023 05:15:27.090
GetItemList,17/5/2023 05:27:53.020,17/5/2023 05:28:20.420
SendNotification,17/5/2023 05:40:44.250,17/5/2023 05:40:59.950
SetPayment,17/5/2023 05:53:35.480,17/5/2023 05:53:58.680
GetTrackingData,17/5/2023 06:06:26.710,17/5/2023 06:06:53.510
GetItem,17/5/2023 06:19:17.940,17/5/2023 06:19:25.340
GetPaymentList,17/5/2023 06:32:09.170,17/5/2023 06:32:27.670
SetPayment,17/5/2023 06:45:00.400,17/5/2023 06:45:01.000
GetOrder,17/5/2023 06:57:51.630,17/5/2023 06:58:06.930
ModifyItem,17/5/2023 07:10:42.860,17/5/2023 07:10:43.460
GetPaymentMethods,17/5/2023 07:23:34.090,17/5/2023 07:23:55.890
ModifyItem,17/5/2023 07:36:25.320,17/5/2023 07:36:51.120
GetItemList,17/5/2023 07:49:16.550,17/5/2023 07:49:49.050
GetOrderList,17/5/2023 08:02:07.780,17/5/2023 08:02:38.780
ModifyItem,17/5/2023 08:14:59.010,17/5/2023 08:15:06.510
GetOrder,17/5/2023 08:27:50.240,17/5/2023 08:27:53.840
SetDeliveryAddress,17/5/2023 08:40:41.470,17/5/2023 08:41:14.570
GetItemList,17/5/2023 08:53:32.700,17/5/2023 08:53:33.900
GetItem,17/5/2023 09:06:23.930,17/5/2023 09:06:35.130
Login,17/5/2023 09:19:15.160,17/5/2023 09:19:39.460
SendNotification,17/5/2023 09:32:06.390,17/5/2023 09:32:07.490
GetOrderList,17/5/2023 09:44:57.620,17/5/2023 09:45:22.520
GetOrderList,17/5/2023 09:57:48.850,17/5/2023 09:58:21.650
SetDeliveryAddress,17/5/2023 10:10:40.080,17/5/2023 10:11:08.480
SendNotification,17/5/2023 10:23:31.310,17/5/2023 10:23:33.410
ModifyItem,17/5/2023 10:36:22.540,17/5/2023 10:36:27.940
GetPaymentList,17/5/2023 10:49:13.770,17/5/2023 10:49:43.170
SendNotification,17/5/2023 11:02:05.000,17/5/2023 11:02:22.800
GetItem,17/5/2023 11:14:56.230,17/5/2023 11:15:21.930
SendNotification,17/5/2023 11:27:47.460,17/5/2023 11:28:08.160
SendNotification,17/5/2023 11:40:38.690,17/5/2023 11:40:43.190
GetTrackingData,17/5/2023 11:53:29.920,17/5/2023 11:53:32.620
AddItemToOrder,17/5/2023 12:06:21.150,17/5/2023 12:06:42.550
GetOrderList,17/5/2023 12:19:12.380,17/5/2023 12:19:40.380
SetPayment,17/5/2023 12:32:03.610,17/5/2023 12:32:04.510
GetPaymentMethods,17/5/2023 12:44:54.840,17/5/2023 12:45:14.740
SendNotification,17/5/2023 12:57:46.070,17/5/2023 12:58:12.770
ModifyItem,17/5/2023 13:10:37.300,17/5/2023 13:10:41.300
SendNotification,17/5/2023 13:23:28.530,17/5/2023 13:23:49.530
GetPaymentMethods,17/5/2023 13:36:19.760,17/5/2023 13:36:45.660
ModifyOrder,17/5/2023 13:49:10.990,17/5/2023 13:49:14.490
GetItemList,17/5/2023 14:02:02.220,17/5/2023 14:02:16.220
SetDeliveryAddress,17/5/2023 14:14:53.450,17/5/2023 14:15:06.050
GetItem,17/5/2023 14:27:44.680,17/5/2023 14:27:45.180
GetOrderList,17/5/2023 14:40:35.910,17/5/2023 14:41:00.010
SetDeliveryAddress,17/5/2023 14:53:27.140,17/5/2023 14:53:56.840
SetPayment,17/5/2023 15:06:18.370,17/5/2023 15:06:20.470
SetDeliveryAddress,17/5/2023 15:19:09.600,17/5/2023 15:19:31.700
ModifyItem,17/5/2023 15:32:00.830,17/5/2023 15:32:08.330
GetOrderList,17/5/2023 15:44:52.060,17/5/2023 15:45:06.260
GetTrackingData,17/5/2023 15:57:43.290,17/5/2023 15:58:05.090
GetOrder,17/5/2023 16:10:34.520,17/5/2023 16:11:01.520
GetOrder,17/5/2023 16:23:25.750,17/5/2023 16:23:38.150
GetPaymentMethods,17/5/2023 16:36:16.980,17/5/2023 16:36:37.880
SendNotification,17/5/2023 16:49:08.210,17/5/2023 16:49:29.510
GetOrder,17/5/2023 17:01:59.440,17/5/2023 17:02:06.940
ModifyOrder,17/5/2023 17:14:50.670,17/5/2023 17:15:05.770
ModifyOrder,17/5/2023 17:27:41.900,17/5/2023 17:27:59.800
ModifyItem,17/5/2023 17:40:33.130,17/5/2023 17:40:58.530
GetPaymentMethods,17/5/2023 17:53:24.360,17/5/2023 17:53:55.860
SendNotification,17/5/2023 18:06:15.590,17/5/2023 18:06:46.390
GetItem,17/5/2023 18:19:06.820,17/5/2023 18:19:23.920
GetOrderList,17/5/2023 18:31:58.050,17/5/2023 18:32:03.150
ModifyOrder,17/5/2023 18:44:49.280,17/5/2023 18:45:14.780
GetItemList,17/5/2023 18:57:40.510,17/5/2023 18:57:55.110
AddItemToOrder,17/5/2023 19:10:31.740,17/5/2023 19:10:52.940
GetPaymentList,17/5/2023 19:23:22.970,17/5/2023 19:23:26.070
Login,17/5/2023 19:36:14.200,17/5/2023 19:36:32.700
GetPaymentList,17/5/2023 19:49:05.430,17/5/2023 19:49:39.030
GetPaymentMethods,17/5/2023 20:01:56.660,17/5/2023 20:02:00.660
GetItemList,17/5/2023 20:14:47.890,17/5/2023 20:15:09.590
SetPayment,17/5/2023 20:27:39.120,17/5/2023 20:27:44.420
GetOrderList,17/5/2023 20:40:30.350,17/5/2023 20:40:33.550
ModifyOrder,17/5/2023 20:53:21.580,17/5/2023 20:53:36.780
GetItem,17/5/2023 21:06:12.810,17/5/2023 21:06:15.310
GetItemList,17/5/2023 21:19:04.040,17/5/2023 21:19:34.940
GetPaymentList,17/5/2023 21:31:55.270,17/5/2023 21:32:00.670
GetOrderList,17/5/2023 21:44:46.500,17/5/2023 21:45:11.800
AddItemToOrder,17/5/2023 21:57:37.730,17/5/2023 21:57:44.030
SetPayment,17/5/2023 22:10:28.960,17/5/2023 22:10:35.960
AddItemToOrder,17/5/2023 22:23:20.190,17/5/2023 22:23:38.890
GetOrderList,17/5/2023 22:36:11.420,17/5/2023 22:36:16.120
Login,17/5/2023 22:49:02.650,17/5/2023 22:49:09.350
ModifyItem,17/5/2023 23:01:53.880,17/5/2023 23:02:08.680
GetOrderList,17/5/2023 23:14:45.110,17/5/2023 23:15:15.510
GetPaymentList,17/5/2023 23:27:36.340,17/5/2023 23:28:07.540
GetItemList,17/5/2023 23:40:27.570,17/5/2023 23:40:33.470
GetItem,17/5/2023 23:53:18.800,17/5/2023 23:53:32.500
GetPaymentList,18/5/2023 00:06:10.030,18/5/2023 00:06:36.430
ModifyOrder,18/5/2023 00:19:01.260,18/5/2023 00:19:23.560
GetItem,18/5/2023 00:31:52.490,18/5/2023 00:32:08.390
GetOrder,18/5/2023 00:44:43.720,18/5/2023 00:45:03.420
SetPayment,18/5/2023 00:57:34.950,18/5/2023 00:57:58.450
SetDeliveryAddress,18/5/2023 01:10:26.180,18/5/2023 01:10:58.380
ModifyOrder,18/5/2023 01:23:17.410,18/5/2023 01:23:20.810
ModifyItem,18/5/2023 01:36:08.640,18/5/2023 01:36:16.840
ModifyOrder,18/5/2023 01:48:59.870,18/5/2023 01:49:22.270
Login,18/5/2023 02:01:51.100,18/5/2023 02:02:00.100
GetItemList,18/5/2023 02:14:42.330,18/5/2023 02:14:48.130
GetItem,18/5/2023 02:27:33.560,18/5/2023 02:27:49.660
Login,18/5/2023 02:40:24.790,18/5/2023 02:40:54.690
Login,18/5/2023 02:53:16.020,18/5/2023 02:53:28.820
GetTrackingData,18/5/2023 03:06:07.250,18/5/2023 03:06:07.450
GetItem,18/5/2023 03:18:58.480,18/5/2023 03:19:08.980
GetPaymentList,18/5/2023 03:31:49.710,18/5/2023 03:32:05.610
GetOrder,18/5/2023 03:44:40.940,18/5/2023 03:45:10.940
SendNotification,18/5/2023 03:57:32.170,18/5/2023 03:57:56.170
ModifyOrder,18/5/2023 04:10:23.400,18/5/2023 04:10:29.100
ModifyItem,18/5/2023 04:23:14.630,18/5/2023 04:23:22.630
GetPaymentMethods,18/5/2023 04:36:05.860,18/5/2023 04:36:06.760
GetOrder,18/5/2023 04:48:57.090,18/5/2023 04:49:09.490
SendNotification,18/5/2023 05:01:48.320,18/5/2023 05:01:55.420
Login,18/5/2023 05:14:39.550,18/5/2023 05:15:02.550
GetTrackingData,18/5/2023 05:27:30.780,18/5/2023 05:27:35.280
GetOrderList,18/5/2023 05:40:22.010,18/5/2023 05:40:27.510
GetOrderList,18/5/2023 05:53:13.240,18/5/2023 05:53:35.940
Login,18/5/2023 06:06:04.470,18/5/2023 06:06:13.970
AddItemToOrder,18/5/2023 06:18:55.700,18/5/2023 06:19:22.400
ModifyOrder,18/5/2023 06:31:46.930,18/5/2023 06:31:57.030
ModifyOrder,18/5/2023 06:44:38.160,18/5/2023 06:44:41.360
GetTrackingData,18/5/2023 06:57:29.390,18/5/2023 06:57:52.290
Login,18/5/2023 07:10:20.620,18/5/2023 07:10:45.720
SendNotification,18/5/2023 07:23:11.850,18/5/2023 07:23:17.650
Login,18/5/2023 07:36:03.080,18/5/2023 07:36:16.080
ModifyOrder,18/5/2023 07:48:54.310,18/5/2023 07:48:58.810
GetTrackingData,18/5/2023 08:01:45.540,18/5/2023 08:01:46.340
ModifyOrder,18/5/2023 08:14:36.770,18/5/2023 08:14:51.370
SendNotification,18/5/2023 08:27:28.000,18/5/2023 08:27:59.800
SetPayment,18/5/2023 08:40:19.230,18/5/2023 08:40:51.130
GetOrderList,18/5/2023 08:53:10.460,18/5/2023 08:53:34.860
GetTrackingData,18/5/2023 09:06:01.690,18/5/2023 09:06:25.290
Login,18/5/2023 09:18:52.920,18/5/2023 09:19:01.420
AddItemToOrder,18/5/2023 09:31:44.150,18/5/2023 09:32:01.950
GetTrackingData,18/5/2023 09:44:35.380,18/5/2023 09:44:49.380
ModifyItem,18/5/2023 09:57:26.610,18/5/2023 09:57:36.510
GetOrderList,18/5/2023 10:10:17.840,18/5/2023 10:10:31.640
GetOrderList,18/5/2023 10:23:09.070,18/5/2023 10:23:12.170
SetDeliveryAddress,18/5/2023 10:36:00.300,18/5/2023 10:36:14.000
SetPayment,18/5/2023 10:48:51.530,18/5/2023 10:49:10.730
GetOrder,18/5/2023 11:01:42.760,18/5/2023 11:01:58.360
GetPaymentMethods,18/5/2023 11:14:33.990,18/5/2023 11:14:59.390
GetOrder,18/5/2023 11:27:25.220,18/5/2023 11:27:33.720
GetItem,18/5/2023 11:40:16.450,18/5/2023 11:40:30.950
ModifyItem,18/5/2023 11:53:07.680,18/5/2023 11:53:15.980
Login,18/5/2023 12:05:58.910,18/5/2023 12:06:31.210
GetPaymentMethods,18/5/2023 12:18:50.140,18/5/2023 12:19:06.740
Login,18/5/2023 12:31:41.370,18/5/2023 12:32:04.270
ModifyOrder,18/5/2023 12:44:32.600,18/5/2023 12:44:54.100
ModifyOrder,18/5/2023 12:57:23.830,18/5/2023 12:57:50.530
GetPaymentMethods,18/5/2023 13:10:15.060,18/5/2023 13:10:34.960
ModifyItem,18/5/2023 13:23:06.290,18/5/2023 13:23:17.990
GetOrder,18/5/2023 13:35:57.520,18/5/2023 13:36:10.920
GetOrderList,18/5/2023 13:48:48.750,18/5/2023 13:49:22.550
GetOrder,18/5/2023 14:01:39.980,18/5/2023 14:02:13.780
GetOrder,18/5/2023 14:14:31.210,18/5/2023 14:15:00.910
GetItemList,18/5/2023 14:27:22.440,18/5/2023 14:27:39.640
AddItemToOrder,18/5/2023 14:40:13.670,18/5/2023 14:40:25.170
ModifyOrder,18/5/2023 14:53:04.900,18/5/2023 14:53:16.100
GetTrackingData,18/5/2023 15:05:56.130,18/5/2023 15:06:02.530
GetPaymentList,18/5/2023 15:18:47.360,18/5/2023 15:19:18.760
GetPaymentMethods,18/5/2023 15:31:38.590,18/5/2023 15:31:47.390
ModifyOrder,18/5/2023 15:44:29.820,18/5/2023 15:44:34.120
SetPayment,18/5/2023 15:57:21.050,18/5/2023 15:57:21.650
ModifyItem,18/5/2023 16:10:12.280,18/5/2023 16:10:13.280
GetTrackingData,18/5/2023 16:23:03.510,18/5/2023 16:23:23.310
AddItemToOrder,18/5/2023 16:35:54.740,18/5/2023 16:36:24.340
GetTrackingData,18/5/2023 16:48:45.970,18/5/2023 16:49:09.870
GetItem,18/5/2023 17:01:37.200,18/5/2023 17:01:49.900
ModifyOrder,18/5/2023 17:14:28.430,18/5/2023 17:14:28.630
SetPayment,18/5/2023 17:27:19.660,18/5/2023 17:27:48.660
GetOrderList,18/5/2023 17:40:10.890,18/5/2023 17:40:22.190
SetDeliveryAddress,18/5/2023 17:53:02.120,18/5/2023 17:53:23.520
GetItem,18/5/2023 18:05:53.350,18/5/2023 18:06:11.250
SetDeliveryAddress,18/5/2023 18:18:44.580,18/5/2023 18:18:59.880
GetOrderList,18/5/2023 18:31:35.810,18/5/2023 18:31:55.910
ModifyOrder,18/5/2023 18:44:27.040,18/5/2023 18:44:48.140
Login,18/5/2023 18:57:18.270,18/5/2023 18:57:22.070
SendNotification,18/5/2023 19:10:09.500,18/5/2023 19:10:17.000
GetOrderList,18/5/2023 19:23:00.730,18/5/2023 19:23:26.430
GetOrderList,18/5/2023 19:35:51.960,18/5/2023 19:36:08.160
ModifyItem,18/5/2023 19:48:43.190,18/5/2023 19:49:06.190
SendNotification,18/5/2023 20:01:34.420,18/5/2023 20:01:55.720
SendNotification,18/5/2023 20:14:25.650,18/5/2023 20:14:39.250
ModifyOrder,18/5/2023 20:27:16.880,18/5/2023 20:27:19.080
GetItem,18/5/2023 20:40:08.110,18/5/2023 20:40:15.510
GetPaymentMethods,18/5/2023 20:52:59.340,18/5/2023 20:53:22.040
SetDeliveryAddress,18/5/2023 21:05:50.570,18/5/2023 21:06:16.170
ModifyItem,18/5/2023 21:18:41.800,18/5/2023 21:18:56.400
GetTrackingData,18/5/2023 21:31:33.030,18/5/2023 21:32:00.230
GetOrderList,18/5/2023 21:44:24.260,18/5/2023 21:44:39.960
Login,18/5/2023 21:57:15.490,18/5/2023 21:57:19.390
GetPaymentMethods,18/5/2023 22:10:06.720,18/5/2023 22:10:38.020
GetTrackingData,18/5/2023 22:22:57.950,18/5/2023 22:23:11.850
ModifyItem,18/5/2023 22:35:49.180,18/5/2023 22:36:07.880
GetItemList,18/5/2023 22:48:40.410,18/5/2023 22:48:42.610
SetDeliveryAddress,18/5/2023 23:01:31.640,18/5/2023 23:01:46.340
GetTrackingData,18/5/2023 23:14:22.870,18/5/2023 23:14:51.870
GetItem,18/5/2023 23:27:14.100,18/5/2023 23:27:28.800
ModifyOrder,18/5/2023 23:40:05.330,18/5/2023 23:40:30.430
GetTrackingData,18/5/2023 23:52:56.560,18/5/2023 23:53:15.860
GetPaymentList,19/5/2023 00:05:47.790,19/5/2023 00:05:49.090
SendNotification,19/5/2023 00:18:39.020,19/5/2023 00:19:00.820
ModifyOrder,19/5/2023 00:31:30.250,19/5/2023 00:31:54.050
SetPayment,19/5/2023 00:44:21.480,19/5/2023 00:44:46.180
SetPayment,19/5/2023 00:57:12.710,19/5/2023 00:57:32.110
GetItem,19/5/2023 01:10:03.940,19/5/2023 01:10:24.240
SetDeliveryAddress,19/5/2023 01:22:55.170,19/5/2023 01:23:26.870
SetDeliveryAddress,19/5/2023 01:35:46.400,19/5/2023 01:36:07.500
GetItemList,19/5/2023 01:48:37.630,19/5/2023 01:48:46.330
GetTrackingData,19/5/2023 02:01:28.860,19/5/2023 02:01:44.960
ModifyOrder,19/5/2023 02:14:20.090,19/5/2023 02:14:44.990
Login,19/5/2023 02:27:11.320,19/5/2023 02:27:13.820
GetPaymentList,19/5/2023 02:40:02.550,19/5/2023 02:40:04.950
GetItemList,19/5/2023 02:52:53.780,19/5/2023 02:53:09.880
Login,19/5/2023 03:05:45.010,19/5/2023 03:06:07.410
GetOrder,19/5/2023 03:18:36.240,19/5/2023 03:18:58.940
ModifyOrder,19/5/2023 03:31:27.470,19/5/2023 03:31:38.770
GetTrackingData,19/5/2023 03:44:18.700,19/5/2023 03:44:38.600
ModifyOrder,19/5/2023 03:57:09.930,19/5/2023 03:57:35.730
ModifyOrder,19/5/2023 04:10:01.160,19/5/2023 04:10:03.460
GetOrderList,19/5/2023 04:22:52.390,19/5/2023 04:23:22.490
GetPaymentList,19/5/2023 04:35:43.620,19/5/2023 04:36:17.320
SetPayment,19/5/2023 04:48:34.850,19/5/2023 04:48:38.250
GetPaymentList,19/5/2023 05:01:26.080,19/5/2023 05:01:42.880
GetItemList,19/5/2023 05:14:17.310,19/5/2023 05:14:25.810
GetTrackingData,19/5/2023 05:27:08.540,19/5/2023 05:27:33.140
GetPaymentList,19/5/2023 05:39:59.770,19/5/2023 05:40:19.970
SendNotification,19/5/2023 05:52:51.000,19/5/2023 05:53:05.400
GetOrderList,19/5/2023 06:05:42.230,19/5/2023 06:06:06.230
GetItemList,19/5/2023 06:18:33.460,19/5/2023 06:18:56.160
SetDeliveryAddress,19/5/2023 06:31:24.690,19/5/2023 06:31:39.990
AddItemToOrder,19/5/2023 06:44:15.920,19/5/2023 06:44:18.220
SendNotification,19/5/2023 06:57:07.150,19/5/2023 06:57:41.150
GetItem,19/5/2023 07:09:58.380,19/5/2023 07:10:13.780
GetOrder,19/5/2023 07:22:49.610,19/5/2023 07:23:07.010
AddItemToOrder,19/5/2023 07:35:40.840,19/5/2023 07:35:47.440
Login,19/5/2023 07:48:32.070,19/5/2023 07:48:38.770
SetDeliveryAddress,19/5/2023 08:01:23.300,19/5/2023 08:01:44.300
GetOrderList,19/5/2023 08:14:14.530,19/5/2023 08:14:26.330
GetItem,19/5/2023 08:27:05.760,19/5/2023 08:27:24.860
SetPayment,19/5/2023 08:39:56.990,19/5/2023 08:40:28.390
Login,19/5/2023 08:52:48.220,19/5/2023 08:52:52.320
SetPayment,19/5/2023 09:05:39.450,19/5/2023 09:06:01.650
GetOrder,19/5/2023 09:18:30.680,19/5/2023 09:18:58.180
ModifyOrder,19/5/2023 09:31:21.910,19/5/2023 09:31:45.510
GetOrderList,19/5/2023 09:44:13.140,19/5/2023 09:44:32.840
AddItemToOrder,19/5/2023 09:57:04.370,19/5/2023 09:57:05.570
ModifyItem,19/5/2023 10:09:55.600,19/5/2023 10:09:59.200
Login,19/5/2023 10:22:46.830,19/5/2023 10:23:18.930
AddItemToOrder,19/5/2023 10:35:38.060,19/5/2023 10:36:04.960
GetPaymentMethods,19/5/2023 10:48:29.290,19/5/2023 10:48:47.590
AddItemToOrder,19/5/2023 11:01:20.520,19/5/2023 11:01:37.120
GetPaymentList,19/5/2023 11:14:11.750,19/5/2023 11:14:21.150
ModifyOrder,19/5/2023 11:27:02.980,19/5/2023 11:27:07.880
GetOrder,19/5/2023 11:39:54.210,19/5/2023 11:39:54.410
GetOrder,19/5/2023 11:52:45.440,19/5/2023 11:53:05.240
Login,19/5/2023 12:05:36.670,19/5/2023 12:06:04.870
SendNotification,19/5/2023 12:18:27.900,19/5/2023 12:18:49.100
GetTrackingData,19/5/2023 12:31:19.130,19/5/2023 12:31:49.730
SetDeliveryAddress,19/5/2023 12:44:10.360,19/5/2023 12:44:39.460
Login,19/5/2023 12:57:01.590,19/5/2023 12:57:26.890
GetItemList,19/5/2023 13:09:52.820,19/5/2023 13:10:09.520
ModifyOrder,19/5/2023 13:22:44.050,19/5/2023 13:22:48.250
GetOrder,19/5/2023 13:35:35.280,19/5/2023 13:35:51.480
GetTrackingData,19/5/2023 13:48:26.510,19/5/2023 13:48:56.110
ModifyItem,19/5/2023 14:01:17.740,19/5/2023 14:01:24.040
GetOrder,19/5/2023 14:14:08.970,19/5/2023 14:14:18.470
AddItemToOrder,19/5/2023 14:27:00.200,19/5/2023 14:27:00.700
Login,19/5/2023 14:39:51.430,19/5/2023 14:40:11.330
SetDeliveryAddress,19/5/2023 14:52:42.660,19/5/2023 14:53:09.360
GetOrderList,19/5/2023 15:05:33.890,19/5/2023 15:06:00.390
GetOrder,19/5/2023 15:18:25.120,19/5/2023 15:18:30.420
AddItemToOrder,19/5/2023 15:31:16.350,19/5/2023 15:31:43.550
ModifyOrder,19/5/2023 15:44:07.580,19/5/2023 15:44:28.580
GetPaymentList,19/5/2023 15:56:58.810,19/5/2023 15:57:18.410
GetPaymentList,19/5/2023 16:09:50.040,19/5/2023 16:10:12.040
GetPaymentMethods,19/5/2023 16:22:41.270,19/5/2023 16:23:10.670
SendNotification,19/5/2023 16:35:32.500,19/5/2023 16:35:53.100
GetTrackingData,19/5/2023 16:48:23.730,19/5/2023 16:48:28.230
SetPayment,19/5/2023 17:01:14.960,19/5/2023 17:01:32.360
ModifyOrder,19/5/2023 17:14:06.190,19/5/2023 17:14:13.990
GetItemList,19/5/2023 17:26:57.420,19/5/2023 17:27:05.420
SendNotification,19/5/2023 17:39:48.650,19/5/2023 17:40:15.750
GetItem,19/5/2023 17:52:39.880,19/5/2023 17:52:44.580
GetItemList,19/5/2023 18:05:31.110,19/5/2023 18:05:38.510
GetTrackingData,19/5/2023 18:18:22.340,19/5/2023 18:18:52.440
SendNotification,19/5/2023 18:31:13.570,19/5/2023 18:31:18.270
GetPaymentMethods,19/5/2023 18:44:04.800,19/5/2023 18:44:10.000
ModifyOrder,19/5/2023 18:56:56.030,19/5/2023 18:56:58.330
GetOrder,19/5/2023 19:09:47.260,19/5/2023 19:10:09.360
GetTrackingData,19/5/2023 19:22:38.490,19/5/2023 19:22:39.290
GetOrderList,19/5/2023 19:35:29.720,19/5/2023 19:35:53.120
ModifyItem,19/5/2023 19:48:20.950,19/5/2023 19:48:34.950
GetOrder,19/5/2023 20:01:12.180,19/5/2023 20:01:21.680
SetDeliveryAddress,19/5/2023 20:14:03.410,19/5/2023 20:14:30.910
GetOrder,19/5/2023 20:26:54.640,19/5/2023 20:27:06.640
GetItemList,19/5/2023 20:39:45.870,19/5/2023 20:39:47.570
GetItem,19/5/2023 20:52:37.100,19/5/2023 20:52:57.700
SendNotification,19/5/2023 21:05:28.330,19/5/2023 21:05:31.230
GetTrackingData,19/5/2023 21:18:19.560,19/5/2023 21:18:38.260
ModifyItem,19/5/2023 21:31:10.790,19/5/2023 21:31:17.590
ModifyOrder,19/5/2023 21:44:02.020,19/5/2023 21:44:04.620
GetPaymentList,19/5/2023 21:56:53.250,19/5/2023 21:57:20.750
GetOrderList,19/5/2023 22:09:44.480,19/5/2023 22:09:44.580
GetOrderList,19/5/2023 22:22:35.710,19/5/2023 22:23:06.010
SetDeliveryAddress,19/5/2023 22:35:26.940,19/5/2023 22:35:28.340
SendNotification,19/5/2023 22:48:18.170,19/5/2023 22:48:27.770
GetPaymentMethods,19/5/2023 23:01:09.400,19/5/2023 23:01:18.000
GetPaymentList,19/5/2023 23:14:00.630,19/5/2023 23:14:03.530
GetTrackingData,19/5/2023 23:26:51.860,19/5/2023 23:27:08.560
ModifyOrder,19/5/2023 23:39:43.090,19/5/2023 23:40:04.090
GetItem,19/5/2023 23:52:34.320,19/5/2023 23:52:59.420
Login,20/5/2023 00:05:25.550,20/5/2023 00:05:59.550
GetItem,20/5/2023 00:18:16.780,20/5/2023 00:18:44.980
AddItemToOrder,20/5/2023 00:31:08.010,20/5/2023 00:31:15.610
SendNotification,20/5/2023 00:43:59.240,20/5/2023 00:44:29.140
SetDeliveryAddress,20/5/2023 00:56:50.470,20/5/2023 00:57:08.770
GetPaymentMethods,20/5/2023 01:09:41.700,20/5/2023 01:09:58.400
GetTrackingData,20/5/2023 01:22:32.930,20/5/2023 01:22:58.030
GetItemList,20/5/2023 01:35:24.160,20/5/2023 01:35:32.060
ModifyOrder,20/5/2023 01:48:15.390,20/5/2023 01:48:26.490
GetOrderList,20/5/2023 02:01:06.620,20/5/2023 02:01:29.820
GetItem,20/5/2023 02:13:57.850,20/5/2023 02:14:23.750
GetPaymentList,20/5/2023 02:26:49.080,20/5/2023 02:26:57.580
AddItemToOrder,20/5/2023 02:39:40.310,20/5/2023 02:40:08.910
GetTrackingData,20/5/2023 02:52:31.540,20/5/2023 02:52:34.940
Login,20/5/2023 03:05:22.770,20/5/2023 03:05:48.170
GetTrackingData,20/5/2023 03:18:14.000,20/5/2023 03:18:30.000
GetOrder,20/5/2023 03:31:05.230,20/5/2023 03:31:06.430
GetOrder,20/5/2023 03:43:56.460,20/5/2023 03:44:13.660
SetPayment,20/5/2023 03:56:47.690,20/5/2023 03:56:57.290
GetOrder,20/5/2023 04:09:38.920,20/5/2023 04:09:39.320
GetItem,20/5/2023 04:22:30.150,20/5/2023 04:22:48.650
AddItemToOrder,20/5/2023 04:35:21.380,20/5/2023 04:35:50.480
GetOrder,20/5/2023 04:48:12.610,20/5/2023 04:48:41.610
Login,20/5/2023 05:01:03.840,20/5/2023 05:01:15.740
AddItemToOrder,20/5/2023 05:13:55.070,20/5/2023 05:14:05.770
SetPayment,20/5/2023 05:26:46.300,20/5/2023 05:26:54.800
SetPayment,20/5/2023 05:39:37.530,20/5/2023 05:39:56.230
GetItemList,20/5/2023 05:52:28.760,20/5/2023 05:52:35.660
ModifyItem,20/5/2023 06:05:19.990,20/5/2023 06:05:22.390
