Operation,Request time,Response time
ModifyOrder,6/2/2023 20:16:52.630,6/2/2023 20:18:28.830
AddItemToOrder,6/2/2023 20:29:43.860,6/2/2023 20:30:08.160
GetOrder,6/2/2023 20:42:35.090,6/2/2023 20:43:07.290
ModifyItem,6/2/2023 20:55:26.320,6/2/2023 20:56:59.020
ModifyOrder,6/2/2023 21:08:17.550,6/2/2023 21:09:02.150
SetDeliveryAddress,6/2/2023 21:21:08.780,6/2/2023 21:21:22.280
ModifyOrder,6/2/2023 21:34:00.010,6/2/2023 21:35:54.210
GetOrder,6/2/2023 21:46:51.240,6/2/2023 21:47:11.540
GetOrderList,6/2/2023 21:59:42.470,6/2/2023 21:59:42.870
GetPaymentList,6/2/2023 22:12:33.700,6/2/2023 22:13:16.000
SetPayment,6/2/2023 22:25:24.930,6/2/2023 22:25:57.430
GetTrackingData,6/2/2023 22:38:16.160,6/2/2023 22:38:50.360
GetTrackingData,6/2/2023 22:51:07.390,6/2/2023 22:51:11.390
ModifyItem,6/2/2023 23:03:58.620,6/2/2023 23:06:22.120
SetPayment,6/2/2023 23:16:49.850,6/2/2023 23:17:27.950
AddItemToOrder,6/2/2023 23:29:41.080,6/2/2023 23:30:12.680
GetOrder,6/2/2023 23:42:32.310,6/2/2023 23:42:48.810
AddItemToOrder,6/2/2023 23:55:23.540,6/2/2023 23:55:51.440
GetItemList,7/2/2023 00:08:14.770,7/2/2023 00:08:24.270
GetTrackingData,7/2/2023 00:21:06.000,7/2/2023 00:21:07.100
Login,7/2/2023 00:33:57.230,7/2/2023 00:34:28.030
Login,7/2/2023 00:46:48.460,7/2/2023 00:47:04.460
ModifyOrder,7/2/2023 00:59:39.690,7/2/2023 01:01:56.490
ModifyOrder,7/2/2023 01:12:30.920,7/2/2023 01:12:37.620
SendNotification,7/2/2023 01:25:22.150,7/2/2023 01:26:04.250
Login,7/2/2023 01:38:13.380,7/2/2023 01:38:40.480
SetDeliveryAddress,7/2/2023 01:51:04.610,7/2/2023 01:51:34.810
GetItemList,7/2/2023 02:03:55.840,7/2/2023 02:04:44.340
SetDeliveryAddress,7/2/2023 02:16:47.070,7/2/2023 02:17:27.570
GetOrder,7/2/2023 02:29:38.300,7/2/2023 02:29:39.400
GetItem,7/2/2023 02:42:29.530,7/2/2023 02:42:39.530
SetPayment,7/2/2023 02:55:20.760,7/2/2023 02:55:50.260
GetItemList,7/2/2023 03:08:11.990,7/2/2023 03:08:43.390
Login,7/2/2023 03:21:03.220,7/2/2023 03:21:38.120
GetPaymentMethods,7/2/2023 03:33:54.450,7/2/2023 03:34:29.050
ModifyOrder,7/2/2023 03:46:45.680,7/2/2023 03:46:56.180
GetOrder,7/2/2023 03:59:36.910,7/2/2023 04:00:18.510
ModifyItem,7/2/2023 04:12:28.140,7/2/2023 04:15:02.340
GetOrder,7/2/2023 04:25:19.370,7/2/2023 04:25:37.170
GetPaymentMethods,7/2/2023 04:38:10.600,7/2/2023 04:38:16.500
SetDeliveryAddress,7/2/2023 04:51:01.830,7/2/2023 04:51:27.030
GetOrderList,7/2/2023 05:03:53.060,7/2/2023 05:04:21.560
AddItemToOrder,7/2/2023 05:16:44.290,7/2/2023 05:17:22.890
GetOrder,7/2/2023 05:29:35.520,7/2/2023 05:30:19.320
GetItemList,7/2/2023 05:42:26.750,7/2/2023 05:43:00.850
SetPayment,7/2/2023 05:55:17.980,7/2/2023 05:55:41.580
GetItemList,7/2/2023 06:08:09.210,7/2/2023 06:08:16.610
SetPayment,7/2/2023 06:21:00.440,7/2/2023 06:21:47.540
GetItem,7/2/2023 06:33:51.670,7/2/2023 06:34:09.570
SetPayment,7/2/2023 06:46:42.900,7/2/2023 06:47:20.900
SetPayment,7/2/2023 06:59:34.130,7/2/2023 06:59:42.330
GetItem,7/2/2023 07:12:25.360,7/2/2023 07:12:42.460
SendNotification,7/2/2023 07:25:16.590,7/2/2023 07:25:28.390
ModifyItem,7/2/2023 07:38:07.820,7/2/2023 07:40:38.120
SendNotification,7/2/2023 07:50:59.050,7/2/2023 07:51:06.350
GetItemList,7/2/2023 08:03:50.280,7/2/2023 08:04:13.680
ModifyItem,7/2/2023 08:16:41.510,7/2/2023 08:16:53.310
AddItemToOrder,7/2/2023 08:29:32.740,7/2/2023 08:29:46.240
ModifyOrder,7/2/2023 08:42:23.970,7/2/2023 08:44:45.870
ModifyItem,7/2/2023 08:55:15.200,7/2/2023 08:56:49.300
GetOrderList,7/2/2023 09:08:06.430,7/2/2023 09:08:15.630
GetOrder,7/2/2023 09:20:57.660,7/2/2023 09:21:34.260
SendNotification,7/2/2023 09:33:48.890,7/2/2023 09:33:49.190
GetOrderList,7/2/2023 09:46:40.120,7/2/2023 09:46:58.820
GetItem,7/2/2023 09:59:31.350,7/2/2023 09:59:36.250
GetItemList,7/2/2023 10:12:22.580,7/2/2023 10:12:31.380
GetOrder,7/2/2023 10:25:13.810,7/2/2023 10:25:55.110
GetOrderList,7/2/2023 10:38:05.040,7/2/2023 10:38:49.540
SetPayment,7/2/2023 10:50:56.270,7/2/2023 10:51:33.070
ModifyItem,7/2/2023 11:03:47.500,7/2/2023 11:03:49.700
SetDeliveryAddress,7/2/2023 11:16:38.730,7/2/2023 11:16:43.030
GetTrackingData,7/2/2023 11:29:29.960,7/2/2023 11:30:14.360
GetPaymentList,7/2/2023 11:42:21.190,7/2/2023 11:42:29.090
GetPaymentMethods,7/2/2023 11:55:12.420,7/2/2023 11:55:51.120
AddItemToOrder,7/2/2023 12:08:03.650,7/2/2023 12:08:22.050
AddItemToOrder,7/2/2023 12:20:54.880,7/2/2023 12:21:41.080
SetDeliveryAddress,7/2/2023 12:33:46.110,7/2/2023 12:34:10.710
SetDeliveryAddress,7/2/2023 12:46:37.340,7/2/2023 12:47:19.540
SendNotification,7/2/2023 12:59:28.570,7/2/2023 13:00:02.370
GetItemList,7/2/2023 13:12:19.800,7/2/2023 13:12:35.600
GetItemList,7/2/2023 13:25:11.030,7/2/2023 13:25:28.630
GetItem,7/2/2023 13:38:02.260,7/2/2023 13:38:24.260
Login,7/2/2023 13:50:53.490,7/2/2023 13:51:17.190
SetPayment,7/2/2023 14:03:44.720,7/2/2023 14:04:08.720
SetPayment,7/2/2023 14:16:35.950,7/2/2023 14:17:01.550
GetTrackingData,7/2/2023 14:29:27.180,7/2/2023 14:30:14.480
GetPaymentMethods,7/2/2023 14:42:18.410,7/2/2023 14:42:26.410
Login,7/2/2023 14:55:09.640,7/2/2023 14:55:56.640
SendNotification,7/2/2023 15:08:00.870,7/2/2023 15:08:30.770
SendNotification,7/2/2023 15:20:52.100,7/2/2023 15:21:32.200
GetTrackingData,7/2/2023 15:33:43.330,7/2/2023 15:34:12.230
AddItemToOrder,7/2/2023 15:46:34.560,7/2/2023 15:46:52.460
GetOrderList,7/2/2023 15:59:25.790,7/2/2023 15:59:59.190
ModifyOrder,7/2/2023 16:12:17.020,7/2/2023 16:14:16.820
GetOrderList,7/2/2023 16:25:08.250,7/2/2023 16:25:25.150
Login,7/2/2023 16:37:59.480,7/2/2023 16:38:23.380
Login,7/2/2023 16:50:50.710,7/2/2023 16:51:37.110
GetPaymentList,7/2/2023 17:03:41.940,7/2/2023 17:04:26.240
GetItem,7/2/2023 17:16:33.170,7/2/2023 17:17:16.270
GetItem,7/2/2023 17:29:24.400,7/2/2023 17:30:02.800
GetOrderList,7/2/2023 17:42:15.630,7/2/2023 17:43:02.430
GetTrackingData,7/2/2023 17:55:06.860,7/2/2023 17:55:20.160
Login,7/2/2023 18:07:58.090,7/2/2023 18:08:26.790
SetDeliveryAddress,7/2/2023 18:20:49.320,7/2/2023 18:20:58.620
SendNotification,7/2/2023 18:33:40.550,7/2/2023 18:34:23.750
AddItemToOrder,7/2/2023 18:46:31.780,7/2/2023 18:47:06.080
GetItem,7/2/2023 18:59:23.010,7/2/2023 19:00:09.410
ModifyItem,7/2/2023 19:12:14.240,7/2/2023 19:14:09.540
Login,7/2/2023 19:25:05.470,7/2/2023 19:25:19.870
GetOrderList,7/2/2023 19:37:56.700,7/2/2023 19:38:06.900
AddItemToOrder,7/2/2023 19:50:47.930,7/2/2023 19:51:09.330
SetDeliveryAddress,7/2/2023 20:03:39.160,7/2/2023 20:04:21.660
AddItemToOrder,7/2/2023 20:16:30.390,7/2/2023 20:16:35.990
GetPaymentList,7/2/2023 20:29:21.620,7/2/2023 20:29:37.020
Login,7/2/2023 20:42:12.850,7/2/2023 20:42:20.550
ModifyItem,7/2/2023 20:55:04.080,7/2/2023 20:57:19.080
SetDeliveryAddress,7/2/2023 21:07:55.310,7/2/2023 21:08:27.210
GetOrderList,7/2/2023 21:20:46.540,7/2/2023 21:21:12.140
SetPayment,7/2/2023 21:33:37.770,7/2/2023 21:33:51.870
SendNotification,7/2/2023 21:46:29.000,7/2/2023 21:46:37.600
GetPaymentMethods,7/2/2023 21:59:20.230,7/2/2023 22:00:04.830
SetPayment,7/2/2023 22:12:11.460,7/2/2023 22:12:25.960
GetItemList,7/2/2023 22:25:02.690,7/2/2023 22:25:47.090
SetPayment,7/2/2023 22:37:53.920,7/2/2023 22:37:56.620
GetItem,7/2/2023 22:50:45.150,7/2/2023 22:51:07.650
GetItem,7/2/2023 23:03:36.380,7/2/2023 23:03:58.280
Login,7/2/2023 23:16:27.610,7/2/2023 23:17:07.010
Login,7/2/2023 23:29:18.840,7/2/2023 23:29:45.840
GetPaymentList,7/2/2023 23:42:10.070,7/2/2023 23:42:22.670
GetPaymentMethods,7/2/2023 23:55:01.300,7/2/2023 23:55:28.600
GetItem,8/2/2023 00:07:52.530,8/2/2023 00:08:21.830
GetItemList,8/2/2023 00:20:43.760,8/2/2023 00:21:12.760
SetDeliveryAddress,8/2/2023 00:33:34.990,8/2/2023 00:34:06.790
SetDeliveryAddress,8/2/2023 00:46:26.220,8/2/2023 00:46:57.020
SendNotification,8/2/2023 00:59:17.450,8/2/2023 00:59:50.250
SetPayment,8/2/2023 01:12:08.680,8/2/2023 01:12:38.480
SendNotification,8/2/2023 01:24:59.910,8/2/2023 01:25:30.010
GetPaymentMethods,8/2/2023 01:37:51.140,8/2/2023 01:38:40.540
Login,8/2/2023 01:50:42.370,8/2/2023 01:51:32.070
GetOrderList,8/2/2023 02:03:33.600,8/2/2023 02:04:19.200
GetPaymentList,8/2/2023 02:16:24.830,8/2/2023 02:16:51.130
SendNotification,8/2/2023 02:29:16.060,8/2/2023 02:29:36.960
SetDeliveryAddress,8/2/2023 02:42:07.290,8/2/2023 02:42:11.190
GetItem,8/2/2023 02:54:58.520,8/2/2023 02:55:40.820
GetItem,8/2/2023 03:07:49.750,8/2/2023 03:08:20.050
SetDeliveryAddress,8/2/2023 03:20:40.980,8/2/2023 03:21:01.180
SetPayment,8/2/2023 03:33:32.210,8/2/2023 03:34:18.810
SetPayment,8/2/2023 03:46:23.440,8/2/2023 03:47:12.140
SendNotification,8/2/2023 03:59:14.670,8/2/2023 03:59:50.070
SetPayment,8/2/2023 04:12:05.900,8/2/2023 04:12:45.500
Login,8/2/2023 04:24:57.130,8/2/2023 04:24:58.730
GetOrderList,8/2/2023 04:37:48.360,8/2/2023 04:38:20.660
SetDeliveryAddress,8/2/2023 04:50:39.590,8/2/2023 04:50:50.290
ModifyOrder,8/2/2023 05:03:30.820,8/2/2023 05:04:07.620
GetPaymentMethods,8/2/2023 05:16:22.050,8/2/2023 05:17:10.850
SetPayment,8/2/2023 05:29:13.280,8/2/2023 05:29:15.180
GetTrackingData,8/2/2023 05:42:04.510,8/2/2023 05:42:47.510
GetOrder,8/2/2023 05:54:55.740,8/2/2023 05:55:09.140
AddItemToOrder,8/2/2023 06:07:46.970,8/2/2023 06:07:59.670
ModifyItem,8/2/2023 06:20:38.200,8/2/2023 06:23:12.000
SetDeliveryAddress,8/2/2023 06:33:29.430,8/2/2023 06:33:52.230
SetPayment,8/2/2023 06:46:20.660,8/2/2023 06:46:29.260
GetOrderList,8/2/2023 06:59:11.890,8/2/2023 07:00:01.690
GetPaymentList,8/2/2023 07:12:03.120,8/2/2023 07:12:42.920
SetPayment,8/2/2023 07:24:54.350,8/2/2023 07:25:10.050
GetPaymentList,8/2/2023 07:37:45.580,8/2/2023 07:38:01.880
GetOrder,8/2/2023 07:50:36.810,8/2/2023 07:50:38.210
GetItem,8/2/2023 08:03:28.040,8/2/2023 08:03:52.840
AddItemToOrder,8/2/2023 08:16:19.270,8/2/2023 08:17:02.470
GetPaymentList,8/2/2023 08:29:10.500,8/2/2023 08:29:17.700
ModifyOrder,8/2/2023 08:42:01.730,8/2/2023 08:44:09.430
ModifyOrder,8/2/2023 08:54:52.960,8/2/2023 08:57:29.260
GetOrderList,8/2/2023 09:07:44.190,8/2/2023 09:08:18.490
Login,8/2/2023 09:20:35.420,8/2/2023 09:20:56.920
Login,8/2/2023 09:33:26.650,8/2/2023 09:33:35.150
GetPaymentList,8/2/2023 09:46:17.880,8/2/2023 09:47:03.980
GetOrderList,8/2/2023 09:59:09.110,8/2/2023 09:59:44.910
SetPayment,8/2/2023 10:12:00.340,8/2/2023 10:12:48.740
SetDeliveryAddress,8/2/2023 10:24:51.570,8/2/2023 10:25:33.370
SendNotification,8/2/2023 10:37:42.800,8/2/2023 10:38:28.900
GetOrder,8/2/2023 10:50:34.030,8/2/2023 10:51:12.530
GetItemList,8/2/2023 11:03:25.260,8/2/2023 11:03:58.760
ModifyOrder,8/2/2023 11:16:16.490,8/2/2023 11:16:58.090
GetTrackingData,8/2/2023 11:29:07.720,8/2/2023 11:29:08.120
GetPaymentList,8/2/2023 11:41:58.950,8/2/2023 11:42:32.850
GetPaymentList,8/2/2023 11:54:50.180,8/2/2023 11:55:34.080
GetPaymentMethods,8/2/2023 12:07:41.410,8/2/2023 12:08:28.810
AddItemToOrder,8/2/2023 12:20:32.640,8/2/2023 12:20:49.240
ModifyOrder,8/2/2023 12:33:23.870,8/2/2023 12:34:48.770
GetTrackingData,8/2/2023 12:46:15.100,8/2/2023 12:46:45.700
Login,8/2/2023 12:59:06.330,8/2/2023 12:59:47.330
SetDeliveryAddress,8/2/2023 13:11:57.560,8/2/2023 13:12:07.260
GetItem,8/2/2023 13:24:48.790,8/2/2023 13:25:07.190
ModifyOrder,8/2/2023 13:37:40.020,8/2/2023 13:40:03.820
GetItem,8/2/2023 13:50:31.250,8/2/2023 13:51:08.450
GetOrderList,8/2/2023 14:03:22.480,8/2/2023 14:03:30.880
GetOrderList,8/2/2023 14:16:13.710,8/2/2023 14:16:33.910
GetTrackingData,8/2/2023 14:29:04.940,8/2/2023 14:29:34.340
SetPayment,8/2/2023 14:41:56.170,8/2/2023 14:42:11.070
SetDeliveryAddress,8/2/2023 14:54:47.400,8/2/2023 14:54:48.200
GetItemList,8/2/2023 15:07:38.630,8/2/2023 15:08:26.430
GetOrderList,8/2/2023 15:20:29.860,8/2/2023 15:20:54.760
SetDeliveryAddress,8/2/2023 15:33:21.090,8/2/2023 15:33:26.890
GetItem,8/2/2023 15:46:12.320,8/2/2023 15:46:35.920
Login,8/2/2023 15:59:03.550,8/2/2023 15:59:39.350
GetItem,8/2/2023 16:11:54.780,8/2/2023 16:12:05.680
AddItemToOrder,8/2/2023 16:24:46.010,8/2/2023 16:25:28.910
GetOrder,8/2/2023 16:37:37.240,8/2/2023 16:37:47.640
ModifyOrder,8/2/2023 16:50:28.470,8/2/2023 16:51:15.070
GetPaymentMethods,8/2/2023 17:03:19.700,8/2/2023 17:03:49.400
GetTrackingData,8/2/2023 17:16:10.930,8/2/2023 17:16:24.330
GetItem,8/2/2023 17:29:02.160,8/2/2023 17:29:41.060
SetPayment,8/2/2023 17:41:53.390,8/2/2023 17:42:38.390
GetPaymentList,8/2/2023 17:54:44.620,8/2/2023 17:55:00.520
GetPaymentList,8/2/2023 18:07:35.850,8/2/2023 18:08:23.250
Login,8/2/2023 18:20:27.080,8/2/2023 18:21:02.580
GetItemList,8/2/2023 18:33:18.310,8/2/2023 18:33:47.710
AddItemToOrder,8/2/2023 18:46:09.540,8/2/2023 18:46:58.240
ModifyOrder,8/2/2023 18:59:00.770,8/2/2023 18:59:02.470
GetTrackingData,8/2/2023 19:11:52.000,8/2/2023 19:12:05.100
SendNotification,8/2/2023 19:24:43.230,8/2/2023 19:24:50.630
GetTrackingData,8/2/2023 19:37:34.460,8/2/2023 19:38:06.060
GetOrderList,8/2/2023 19:50:25.690,8/2/2023 19:50:27.990
ModifyOrder,8/2/2023 20:03:16.920,8/2/2023 20:04:54.720
SetPayment,8/2/2023 20:16:08.150,8/2/2023 20:16:52.450
GetPaymentMethods,8/2/2023 20:28:59.380,8/2/2023 20:29:30.480
SendNotification,8/2/2023 20:41:50.610,8/2/2023 20:42:03.610
ModifyItem,8/2/2023 20:54:41.840,8/2/2023 20:55:45.540
AddItemToOrder,8/2/2023 21:07:33.070,8/2/2023 21:08:07.870
GetOrder,8/2/2023 21:20:24.300,8/2/2023 21:21:14.200
ModifyOrder,8/2/2023 21:33:15.530,8/2/2023 21:35:20.330
Login,8/2/2023 21:46:06.760,8/2/2023 21:46:44.560
GetTrackingData,8/2/2023 21:58:57.990,8/2/2023 21:59:22.490
SetDeliveryAddress,8/2/2023 22:11:49.220,8/2/2023 22:12:07.420
AddItemToOrder,8/2/2023 22:24:40.450,8/2/2023 22:24:59.550
GetOrderList,8/2/2023 22:37:31.680,8/2/2023 22:38:13.380
ModifyItem,8/2/2023 22:50:22.910,8/2/2023 22:51:24.910
GetItem,8/2/2023 23:03:14.140,8/2/2023 23:03:58.540
GetItem,8/2/2023 23:16:05.370,8/2/2023 23:16:17.670
GetOrderList,8/2/2023 23:28:56.600,8/2/2023 23:29:39.200
SetPayment,8/2/2023 23:41:47.830,8/2/2023 23:42:19.630
ModifyOrder,8/2/2023 23:54:39.060,8/2/2023 23:55:59.260
SendNotification,9/2/2023 00:07:30.290,9/2/2023 00:07:35.590
GetOrder,9/2/2023 00:20:21.520,9/2/2023 00:20:51.820
Login,9/2/2023 00:33:12.750,9/2/2023 00:33:50.750
GetPaymentList,9/2/2023 00:46:03.980,9/2/2023 00:46:15.680
SetPayment,9/2/2023 00:58:55.210,9/2/2023 00:59:14.810
GetItemList,9/2/2023 01:11:46.440,9/2/2023 01:11:55.040
AddItemToOrder,9/2/2023 01:24:37.670,9/2/2023 01:25:27.670
SetPayment,9/2/2023 01:37:28.900,9/2/2023 01:37:35.400
ModifyItem,9/2/2023 01:50:20.130,9/2/2023 01:52:05.230
SetPayment,9/2/2023 02:03:11.360,9/2/2023 02:03:29.460
SetPayment,9/2/2023 02:16:02.590,9/2/2023 02:16:11.590
SendNotification,9/2/2023 02:28:53.820,9/2/2023 02:29:04.320
ModifyItem,9/2/2023 02:41:45.050,9/2/2023 02:42:17.050
GetTrackingData,9/2/2023 02:54:36.280,9/2/2023 02:55:04.780
GetOrder,9/2/2023 03:07:27.510,9/2/2023 03:07:51.810
SetPayment,9/2/2023 03:20:18.740,9/2/2023 03:20:20.540
GetItemList,9/2/2023 03:33:09.970,9/2/2023 03:33:29.070
GetItemList,9/2/2023 03:46:01.200,9/2/2023 03:46:26.700
ModifyOrder,9/2/2023 03:58:52.430,9/2/2023 03:59:17.630
SendNotification,9/2/2023 04:11:43.660,9/2/2023 04:12:03.160
AddItemToOrder,9/2/2023 04:24:34.890,9/2/2023 04:24:50.490
ModifyOrder,9/2/2023 04:37:26.120,9/2/2023 04:39:59.520
GetPaymentList,9/2/2023 04:50:17.350,9/2/2023 04:50:18.550
GetPaymentMethods,9/2/2023 05:03:08.580,9/2/2023 05:03:58.380
ModifyOrder,9/2/2023 05:15:59.810,9/2/2023 05:17:01.510
SetDeliveryAddress,9/2/2023 05:28:51.040,9/2/2023 05:29:29.640
SetDeliveryAddress,9/2/2023 05:41:42.270,9/2/2023 05:42:27.770
GetOrderList,9/2/2023 05:54:33.500,9/2/2023 05:55:10.400
GetPaymentMethods,9/2/2023 06:07:24.730,9/2/2023 06:07:53.330
AddItemToOrder,9/2/2023 06:20:15.960,9/2/2023 06:20:32.860
GetItemList,9/2/2023 06:33:07.190,9/2/2023 06:33:29.690
AddItemToOrder,9/2/2023 06:45:58.420,9/2/2023 06:46:23.120
Login,9/2/2023 06:58:49.650,9/2/2023 06:59:00.550
ModifyItem,9/2/2023 07:11:40.880,9/2/2023 07:12:37.880
GetItemList,9/2/2023 07:24:32.110,9/2/2023 07:24:54.710
GetOrder,9/2/2023 07:37:23.340,9/2/2023 07:38:09.540
SetDeliveryAddress,9/2/2023 07:50:14.570,9/2/2023 07:50:56.470
GetOrderList,9/2/2023 08:03:05.800,9/2/2023 08:03:32.600
GetOrder,9/2/2023 08:15:57.030,9/2/2023 08:16:13.530
ModifyItem,9/2/2023 08:28:48.260,9/2/2023 08:29:12.660
GetPaymentMethods,9/2/2023 08:41:39.490,9/2/2023 08:42:07.990
SendNotification,9/2/2023 08:54:30.720,9/2/2023 08:55:14.520
Login,9/2/2023 09:07:21.950,9/2/2023 09:07:50.550
ModifyOrder,9/2/2023 09:20:13.180,9/2/2023 09:22:36.380
SetPayment,9/2/2023 09:33:04.410,9/2/2023 09:33:14.710
GetOrderList,9/2/2023 09:45:55.640,9/2/2023 09:46:13.640
GetTrackingData,9/2/2023 09:58:46.870,9/2/2023 09:59:35.970
SendNotification,9/2/2023 10:11:38.100,9/2/2023 10:11:47.100
ModifyOrder,9/2/2023 10:24:29.330,9/2/2023 10:26:54.530
GetOrder,9/2/2023 10:37:20.560,9/2/2023 10:37:59.260
SetDeliveryAddress,9/2/2023 10:50:11.790,9/2/2023 10:50:42.790
SendNotification,9/2/2023 11:03:03.020,9/2/2023 11:03:38.820
GetTrackingData,9/2/2023 11:15:54.250,9/2/2023 11:16:16.950
GetPaymentMethods,9/2/2023 11:28:45.480,9/2/2023 11:29:26.780
SetDeliveryAddress,9/2/2023 11:41:36.710,9/2/2023 11:41:54.110
SetDeliveryAddress,9/2/2023 11:54:27.940,9/2/2023 11:54:34.040
ModifyItem,9/2/2023 12:07:19.170,9/2/2023 12:08:54.170
GetTrackingData,9/2/2023 12:20:10.400,9/2/2023 12:20:12.300
SetPayment,9/2/2023 12:33:01.630,9/2/2023 12:33:35.330
GetOrder,9/2/2023 12:45:52.860,9/2/2023 12:46:31.760
GetPaymentList,9/2/2023 12:58:44.090,9/2/2023 12:59:14.490
SetPayment,9/2/2023 13:11:35.320,9/2/2023 13:11:58.820
ModifyOrder,9/2/2023 13:24:26.550,9/2/2023 13:26:14.550
AddItemToOrder,9/2/2023 13:37:17.780,9/2/2023 13:37:45.380
SetDeliveryAddress,9/2/2023 13:50:09.010,9/2/2023 13:50:14.310
ModifyItem,9/2/2023 14:03:00.240,9/2/2023 14:04:04.140
GetPaymentMethods,9/2/2023 14:15:51.470,9/2/2023 14:16:28.870
AddItemToOrder,9/2/2023 14:28:42.700,9/2/2023 14:28:45.400
GetOrderList,9/2/2023 14:41:33.930,9/2/2023 14:41:37.430
GetTrackingData,9/2/2023 14:54:25.160,9/2/2023 14:54:38.060
Login,9/2/2023 15:07:16.390,9/2/2023 15:07:17.290
GetTrackingData,9/2/2023 15:20:07.620,9/2/2023 15:20:27.820
AddItemToOrder,9/2/2023 15:32:58.850,9/2/2023 15:33:36.150
SetDeliveryAddress,9/2/2023 15:45:50.080,9/2/2023 15:45:52.080
GetOrderList,9/2/2023 15:58:41.310,9/2/2023 15:59:12.910
GetTrackingData,9/2/2023 16:11:32.540,9/2/2023 16:11:57.540
GetItem,9/2/2023 16:24:23.770,9/2/2023 16:25:01.470
GetPaymentMethods,9/2/2023 16:37:15.000,9/2/2023 16:37:53.100
GetItem,9/2/2023 16:50:06.230,9/2/2023 16:50:44.430
GetPaymentList,9/2/2023 17:02:57.460,9/2/2023 17:03:43.660
GetPaymentList,9/2/2023 17:15:48.690,9/2/2023 17:16:20.990
GetItemList,9/2/2023 17:28:39.920,9/2/2023 17:29:10.020
SetPayment,9/2/2023 17:41:31.150,9/2/2023 17:42:07.950
SetPayment,9/2/2023 17:54:22.380,9/2/2023 17:54:37.080
Login,9/2/2023 18:07:13.610,9/2/2023 18:07:31.810
GetItemList,9/2/2023 18:20:04.840,9/2/2023 18:20:36.040
ModifyItem,9/2/2023 18:32:56.070,9/2/2023 18:32:56.170
SetPayment,9/2/2023 18:45:47.300,9/2/2023 18:45:50.300
SetDeliveryAddress,9/2/2023 18:58:38.530,9/2/2023 18:59:11.530
ModifyOrder,9/2/2023 19:11:29.760,9/2/2023 19:13:10.860
GetItem,9/2/2023 19:24:20.990,9/2/2023 19:24:54.890
GetTrackingData,9/2/2023 19:37:12.220,9/2/2023 19:37:18.120
GetPaymentList,9/2/2023 19:50:03.450,9/2/2023 19:50:29.750
ModifyOrder,9/2/2023 20:02:54.680,9/2/2023 20:04:08.380
GetOrderList,9/2/2023 20:15:45.910,9/2/2023 20:16:29.710
SetDeliveryAddress,9/2/2023 20:28:37.140,9/2/2023 20:29:26.640
GetPaymentList,9/2/2023 20:41:28.370,9/2/2023 20:41:48.570
GetTrackingData,9/2/2023 20:54:19.600,9/2/2023 20:55:02.300
Login,9/2/2023 21:07:10.830,9/2/2023 21:07:33.030
ModifyItem,9/2/2023 21:20:02.060,9/2/2023 21:21:01.060
GetTrackingData,9/2/2023 21:32:53.290,9/2/2023 21:33:35.090
Login,9/2/2023 21:45:44.520,9/2/2023 21:45:56.420
ModifyOrder,9/2/2023 21:58:35.750,9/2/2023 21:59:41.950
SetPayment,9/2/2023 22:11:26.980,9/2/2023 22:12:15.480
ModifyItem,9/2/2023 22:24:18.210,9/2/2023 22:25:06.810
GetPaymentList,9/2/2023 22:37:09.440,9/2/2023 22:37:55.040
GetItemList,9/2/2023 22:50:00.670,9/2/2023 22:50:43.270
ModifyItem,9/2/2023 23:02:51.900,9/2/2023 23:03:39.200
GetOrder,9/2/2023 23:15:43.130,9/2/2023 23:16:07.130
GetItem,9/2/2023 23:28:34.360,9/2/2023 23:28:56.360
GetPaymentMethods,9/2/2023 23:41:25.590,9/2/2023 23:41:53.290
GetTrackingData,9/2/2023 23:54:16.820,9/2/2023 23:54:56.720
GetPaymentMethods,10/2/2023 00:07:08.050,10/2/2023 00:07:49.450
GetItemList,10/2/2023 00:19:59.280,10/2/2023 00:20:14.880
SendNotification,10/2/2023 00:32:50.510,10/2/2023 00:32:51.610
GetPaymentList,10/2/2023 00:45:41.740,10/2/2023 00:46:09.940
ModifyItem,10/2/2023 00:58:32.970,10/2/2023 00:58:39.970
GetOrderList,10/2/2023 01:11:24.200,10/2/2023 01:11:53.600
ModifyItem,10/2/2023 01:24:15.430,10/2/2023 01:26:43.730
GetTrackingData,10/2/2023 01:37:06.660,10/2/2023 01:37:07.960
GetOrderList,10/2/2023 01:49:57.890,10/2/2023 01:50:34.490
SetDeliveryAddress,10/2/2023 02:02:49.120,10/2/2023 02:02:54.120
GetItem,10/2/2023 02:15:40.350,10/2/2023 02:16:29.550
GetTrackingData,10/2/2023 02:28:31.580,10/2/2023 02:28:54.780
AddItemToOrder,10/2/2023 02:41:22.810,10/2/2023 02:42:05.010
GetPaymentMethods,10/2/2023 02:54:14.040,10/2/2023 02:54:36.440
GetOrder,10/2/2023 03:07:05.270,10/2/2023 03:07:42.470
AddItemToOrder,10/2/2023 03:19:56.500,10/2/2023 03:20:30.000
ModifyOrder,10/2/2023 03:32:47.730,10/2/2023 03:33:05.430
SetDeliveryAddress,10/2/2023 03:45:38.960,10/2/2023 03:45:42.060
GetItemList,10/2/2023 03:58:30.190,10/2/2023 03:58:38.090
GetOrderList,10/2/2023 04:11:21.420,10/2/2023 04:11:38.020
ModifyOrder,10/2/2023 04:24:12.650,10/2/2023 04:25:03.550
AddItemToOrder,10/2/2023 04:37:03.880,10/2/2023 04:37:50.480
